name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids,minimum_permission_set,requested_atoms_used,necessary_atoms_used,reach,phi,gamma,pdei_score,n_eff,n_eff_tier,n_eff_source,platform_median_used,alpha1_star_used,alpha2_fork_used,lambda_dev,delta_t1,delta_t2,delta_t3,delta_t4,extra_t1,extra_t2,extra_t3,extra_t4,unknown_requested_atoms,unknown_necessary_atoms,path_A,path_B,path_C,path_D,path_E
playwriter,,37.0,327,28,brianlovin,False,4155,Dom-11,T,skill.sh,"Q1,Q4,X7,X8","R1,X8","[""R1"", ""U2""]","Q1,Q4,X7,X8","R1,U2",5.133,6.0,4.0,123.2,654.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,2,0,Q4,,"X7,X8",,,,0,1,0,0,0
ios-hig-design,,,1990,269,jeremylongshore,False,2092,Dom-11,T,skillsmp,"A4,A5,C1,C2,I3,K1,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R7,S1,S2,S5,S6,U3,W1,X7,X8","A2,C1,G2,G5,I4,I6,K1,O4,Q3,R1,R5,S1,S2,S6,U2,W3,X1","[""R1"", ""U2""]","A4,A5,C1,C2,I3,K1,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R7,S1,S2,S5,S6,U3,W1,X7,X8","R1,U2",6.579,41.0,26.0,7013.3,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,8,3,6,3,"Q2,Q3,Q4,R7,S1,S2,S5,S6","C1,C2,U3","K1,K6,O3,O4,X7,X8","A4,A5,I3",,,1,1,1,1,1
agent-browser,,122.0,327,28,brianlovin,False,4155,Dom-11,T,skill.sh,"C5,G1,I3,O4,Q1,Q2,Q3,R1,R7,R8,U1,U3,U4,X1,X3,X4,X7,X8",,"[""R1"", ""U2""]","C5,G1,I3,O4,Q1,Q2,Q3,R1,R7,R8,U1,U3,U4,X1,X3,X4,X7,X8","R1,U2",5.133,31.0,26.0,4137.49,654.0,2,star_proxy,5562.0,2.0,2.0,1.8,4,4,6,1,"Q2,Q3,R7,R8","C5,U1,U3,U4","O4,X1,X3,X4,X7,X8",I3,,,1,1,1,1,1
shadcn-ui,,11467.0,216,22,giuseppe-trisciuoglio,False,223,Dom-11,T,skill.sh,"O4,Q1,Q2,Q3,R1,R7,X1,X3,X4,X8","G1,G2,I4,K2,O4,Q3,Q4,R1,W1,W3,X1,X3,X4,X7,X8","[""R1"", ""U2""]","O4,Q1,Q2,Q3,R1,R7,X1,X3,X4,X8","R1,U2",2.679,15.5,4.0,166.07,432.0,2,star_proxy,5562.0,2.0,2.0,1.0,3,0,5,0,"Q2,Q3,R7",,"O4,X1,X3,X4,X8",,,,0,1,0,0,0
cursor-keybindings,,28.0,1990,269,jeremylongshore,False,2092,Dom-11,T,skill.sh,"G5,O4,Q1,Q2,R7,U4,X1",O4,"[""R1"", ""U2""]","G5,O4,Q1,Q2,R7,U4,X1","R1,U2",6.579,11.5,13.0,983.57,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,1,3,0,"Q2,R7",U4,"G5,O4,X1",,,,1,1,1,0,0
browser-use,,50878.0,89038,10181,browser-use,True,120567,Dom-11,T,skill.sh,"A5,A7,I4,Q1,Q2,R1,R4,R7,R8,R9,U1,U2,X1,X7,X8","U2,X8","[""R1"", ""U2""]","A5,A7,I4,Q1,Q2,R1,R4,R7,R8,R9,U1,U2,X1,X7,X8","R1,U2",9.536,26.5,26.0,6570.12,178076.0,2,star_proxy,5562.0,2.0,2.0,1.8,5,1,3,3,"Q2,R4,R7,R8,R9",U1,"X1,X7,X8","A5,A7,I4",,,1,1,1,1,1
fillout-forms-automation,,,55259,5931,ComposioHQ,True,98912,Dom-11,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""R1"", ""U2""]","I4,O3,Q1,R1,R7,X7","R1,U2",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
chrome-devtools,,,36462,2244,ChromeDevTools,True,50723,Dom-11,T,skillsmp,"R1,R7,R8,U1,X8",,"[""R1"", ""U2""]","R1,R7,R8,U1,X8","R1,U2",8.8,6.5,13.0,743.59,72924.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,1,1,0,"R7,R8",U1,X8,,,,1,1,1,0,0
makepad-2.0-events,,,738,86,ZhangHanDong,False,5784,Dom-11,T,skillsmp,"A4,O4,Q1,Q2,Q3,R1,S1,U3,U4,X3,X8","G1,G2,G5,O4,U2,U4,W3,X1,X8","[""R1"", ""U2""]","A4,O4,Q1,Q2,Q3,R1,S1,U3,U4,X3,X8","R1,U2",5.791,18.5,26.0,2785.47,1476.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,2,3,1,"Q2,Q3,S1","U3,U4","O4,X3,X8",A4,,,1,1,1,1,1
screenshot-feature-extractor,,246.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"C5,G1,G3,O3,Q1,R7,U1,X7","C5,G1,X5","[""R1"", ""U2""]","C5,G1,G3,O3,Q1,R7,U1,X7","R1,U2",8.526,12.5,13.0,1385.44,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,2,3,0,R7,"C5,U1","G3,O3,X7",,,,1,1,1,0,0
pagerduty-automation,,39.0,2781,317,davepoon,False,2817,Dom-17,T,skill.sh,"A7,I3,I4,O3,Q1,Q3,R7",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A7,I3,I4,O3,Q1,Q3,R7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.826,11.5,10.0,784.98,5562.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,2,R7,,O3,"A7,I4",,,0,1,0,0,1
windsurf-data-handling,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"I4,Q3,R7,X7,X8",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","I4,Q3,R7,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,10.0,10.0,657.91,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"X7,X8",I4,,,0,1,0,0,1
cohere-webhooks-events,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A4,C5,I2,O4,Q1,R7,R8,X1,X7,X8",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A4,C5,I2,O4,Q1,R7,R8,X1,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,17.0,26.0,2907.95,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,1,4,1,R7,C5,"O4,X1,X7,X8",A4,,,1,1,1,1,1
payhip-automation,,,55259,5931,ComposioHQ,True,98912,Dom-17,T,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","I4,O3,Q1,R1,R7,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
dataverse-python-usecase-builder,,7123.0,30605,3652,github,True,665129,Dom-17,T,skill.sh,"A3,A7,G1,G2,O3,O4,Q1,Q2,Q3,Q4",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A3,A7,G1,G2,O3,O4,Q1,Q2,Q3,Q4","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.704,15.0,10.0,1305.66,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,2,0,2,2,"Q2,Q4",,"O3,O4","A3,A7",,,0,1,0,0,1
red-team,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A3,A4,G1,I3,Q1,Q3,Q4,R7,X1,X3,X5,X8","A2,G1,I4,Q1,Q2,Q3,Q4,R10,R4,X7","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A3,A4,G1,I3,Q1,Q3,Q4,R7,X1,X3,X5,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",7.987,20.0,10.0,1597.46,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,4,2,"Q4,R7",,"X1,X3,X5,X8","A3,A4",,,0,1,0,0,1
obsidian-incident-runbook,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"I3,K5,O4,Q1,R7,R9,X1,X8","G1,I6,O4,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","I3,K5,O4,Q1,R7,R9,X1,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,12.0,4.0,315.8,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,4,0,"R7,R9",,"K5,O4,X1,X8",,,,0,1,0,0,0
model-merging,0.0,,7151,552,Orchestra-Research,True,7151,Dom-17,T,skillsdirectory,"O3,O4,Q1,R1,R7,R8,R9,X4,X7,X8","G1,G5,O4,Q2,R1,X4,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","O3,O4,Q1,R1,R7,R8,R9,X4,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",7.538,14.5,4.0,437.2,14302.0,2,star_proxy,36905.0,2.0,2.0,1.8,2,0,5,0,"R7,R9",,"O3,O4,X4,X7,X8",,,,0,1,0,0,0
flutter-expert,,,24807,2453,davila7,False,26056,Dom-17,F,skillsmp,"C5,G1,Q1,Q4,R7,R8,S3,W2,X3,X7",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","C5,G1,Q1,Q4,R7,R8,S3,W2,X3,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.526,10.0,13.0,1108.36,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,1,2,0,"Q4,R7,S3",C5,"X3,X7",,,,1,1,1,0,0
smtp-penetration-testing,,,24807,2453,davila7,False,26056,Dom-17,T,skillsmp,"G1,Q1,Q3,R1,R8,R9",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","G1,Q1,Q3,R1,R8,R9","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.526,1.0,1.0,8.53,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,0,0,R9,,,,,,0,0,0,0,0
sentry-advanced-troubleshooting,,25.0,1990,269,jeremylongshore,False,2092,Dom-17,T,skill.sh,"A5,Q1,R7,X1,X4,X8","Q1,Q4,U2,X1,X7,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A5,Q1,R7,X1,X4,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,12.5,10.0,822.38,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,3,1,R7,,"X1,X4,X8",A5,,,0,1,0,0,1
creating-webhook-handlers,,23.0,1990,269,jeremylongshore,False,2092,Dom-17,T,skill.sh,"A4,A7,I3,Q1,R7,R8,X1,X7","A4,A7,I4,X7,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A4,A7,I3,Q1,R7,R8,X1,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,14.0,10.0,921.07,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,2,2,R7,,"X1,X7","A4,A7",,,0,1,0,0,1
my-pull-requests,,7155.0,30605,3652,github,True,665129,Dom-17,F,skill.sh,"Q1,Q4,R8",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","Q1,Q4,R8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.704,1.0,1.0,8.7,61210.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,0,0,Q4,,,,,,0,0,0,0,0
ssh-key-manager,,37.0,1990,269,jeremylongshore,False,2092,Dom-17,F,skill.sh,"G1,X1,X3,X8",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","G1,X1,X3,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,7.5,1.0,49.34,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,3,0,,,"X1,X3,X8",,,,0,0,0,0,0
shopify-rate-limits,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A7,G1,I3,O3,Q1,R7,X7,X8","A7,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A7,G1,I3,O3,Q1,R7,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,12.5,10.0,822.38,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,3,1,R7,,"O3,X7,X8",A7,,,0,1,0,0,1
hook-development,,,24807,2453,davila7,False,26056,Dom-17,T,skillsmp,"A4,A5,C2,G1,G3,I3,O4,Q1,Q4,R1,R6,R7,R8,X1,X5,X7,X8","A2,A5,G1,G2,G3,O4,Q4,R1,R6,R8,X1,X7,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A4,A5,C2,G1,G3,I3,O4,Q1,Q4,R1,R6,R7,R8,X1,X5,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.526,28.0,26.0,6206.79,49614.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,1,6,2,"Q4,R6,R7",C2,"G3,O4,X1,X5,X7,X8","A4,A5",,,1,1,1,1,1
mcp-builder,,212.0,24807,2453,davila7,False,26056,Dom-17,T,skill.sh,"A5,C5,G1,G2,G3,I3,I4,O4,Q1,Q2,Q3,Q4,R1,R7,R8,X4,X7,X8","A4,C2,C5,G1,G4,I1,I2,I4,O4,Q1,Q2,Q4,R1,R10,R5,R8,U2,W1,W2,W3,X1,X4,X5,X6,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A5,C5,G1,G2,G3,I3,I4,O4,Q1,Q2,Q3,Q4,R1,R7,R8,X4,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",8.526,25.5,26.0,5652.62,49614.0,2,star_proxy,5562.0,2.0,2.0,1.8,3,1,5,2,"Q2,Q4,R7",C5,"G3,O4,X4,X7,X8","A5,I4",,,1,1,1,1,1
agent-designer,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A4,A5,A7,G1,I3,O3,Q2,Q4,R1,R7,X7","A4,A5,A7,G1,G5,I4,Q1,Q2,Q3,Q4,R1,R10,R5,U2,W2,W3,X1,X6,X7","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A4,A5,A7,G1,I3,O3,Q2,Q4,R1,R7,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",7.987,20.0,10.0,1597.46,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,2,3,"Q2,Q4,R7",,"O3,X7","A4,A5,A7",,,0,1,0,0,1
twoFactor,,,182,24,better-auth,True,32868,Dom-17,T,skillsmp,"C2,Q3,X7,X8",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","C2,Q3,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",4.709,7.0,5.0,164.8,364.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,1,2,0,,C2,"X7,X8",,,,0,0,1,0,0
makepad-2.0-splash,,,738,86,ZhangHanDong,False,5784,Dom-17,T,skillsmp,"A5,C5,I3,Q1,R1,R7,S2,X3,X7,X8","A5,G1,G3,G5,I4,O4,Q1,R1,U2,U3,X1,X3,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A5,C5,I3,Q1,R1,R7,S2,X3,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",5.791,15.5,26.0,2333.77,1476.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,1,3,1,"R7,S2",C5,"X3,X7,X8",A5,,,1,1,1,1,1
team-visual-a11y,,,1845,147,catlog22,False,2012,Dom-17,T,skillsmp,"A5,A7,G1,I3,K1,K6,O4,Q1,Q2,Q3,Q4,R1,R9,U1,X1,X3,X8","A2,A4,A5,A7,G1,K1,O4,Q1,Q4,R1,R10,U1,X3,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A5,A7,G1,I3,K1,K6,O4,Q1,Q2,Q3,Q4,R1,R9,U1,X1,X3,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.481,28.0,26.0,4718.0,3690.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,1,6,2,"Q2,Q4,R9",U1,"K1,K6,O4,X1,X3,X8","A5,A7",,,1,1,1,1,1
strategic-alignment,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A3,A4,G1,G2,I3,Q1,Q3,Q4,R1,R7,R9","G1,G2,Q2,Q3,Q4,R1,R10,R5","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A3,A4,G1,G2,I3,Q1,Q3,Q4,R1,R7,R9","C3,G2,I2,I3,O2,Q3,R1,R8,U2",7.987,11.0,1.0,87.86,24196.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,0,2,"Q4,R7,R9",,,"A3,A4",,,0,0,0,0,0
mindtickle-ci-integration,,,1990,269,jeremylongshore,False,2092,Dom-17,F,skillsmp,"I4,Q1,R7,R8,X7",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","I4,Q1,R7,R8,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,7.5,10.0,493.43,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,1,1,R7,,X7,I4,,,0,1,0,0,1
vercel-webhooks-events,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A4,A7,Q2,Q3,R7,R8,X1,X7,X8","A4,A7,X7,X8","[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","A4,A7,Q2,Q3,R7,R8,X1,X7,X8","C3,G2,I2,I3,O2,Q3,R1,R8,U2",6.579,17.5,10.0,1151.34,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,2,"Q2,R7",,"X1,X7,X8","A4,A7",,,0,1,0,0,1
sendbird-automation,,,55259,5931,ComposioHQ,True,98912,Dom-17,T,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""C3"", ""G2"", ""I2"", ""I3"", ""O2"", ""Q3"", ""R1"", ""R8"", ""U2""]","I4,O3,Q1,R1,R7,X7","C3,G2,I2,I3,O2,Q3,R1,R8,U2",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
graphhopper-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
ably-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
apify-generate-output-schema,0.0,,1944,206,apify,True,42714,Dom-16,T,skillsdirectory,"G1,G2,G5,Q1,Q2,R1,R7,U1,X3",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,G2,G5,Q1,Q2,R1,R7,U1,X3","A3,A4,A5,G1,R1",6.54,9.0,13.0,765.23,3888.0,2,star_proxy,36905.0,2.0,2.0,1.8,2,1,2,0,"Q2,R7",U1,"G5,X3",,,,1,1,1,0,0
openrouter-fallback-config,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"Q1,Q2,R1,R7,X1,X8","A7,I4,R1,R5,X7,X8","[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","Q1,Q2,R1,R7,X1,X8","A3,A4,A5,G1,R1",6.579,7.0,4.0,184.21,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,2,0,"Q2,R7",,"X1,X8",,,,0,1,0,0,0
test-organization-helper,,26.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,X1","A3,A4,A5,G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
dashboard-layout-planner,,30.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,X1","A3,A4,A5,G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
linear-rate-limits,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A5,A7,I4,O3,O4,Q1,R1,X7,X8","A7,G5,O4,Q3","[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A5,A7,I4,O3,O4,Q1,R1,X7,X8","A3,A4,A5,G1,R1",6.579,18.0,7.0,828.96,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,4,2,,,"O3,O4,X7,X8","A7,I4",,,0,0,0,0,1
openevidence-observability,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A3,A5,Q1",Q1,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A3,A5,Q1","A3,A4,A5,G1,R1",6.579,0.0,1.0,0.0,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,0,0,0,0,,,,,,,0,0,0,0,0
risk-assessment-creator,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,X1","A3,A4,A5,G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
recallai-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
palantir-debug-bundle,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"G1,I4,Q3,R7,X1,X7,X8",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,I4,Q3,R7,X1,X7,X8","A3,A4,A5,G1,R1",6.579,13.5,10.0,888.18,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,3,1,"Q3,R7",,"X1,X7,X8",I4,,,0,1,0,0,1
approval-workflow-generator,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,Q3,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,Q3,X1","A3,A4,A5,G1,R1",6.579,3.5,4.0,92.11,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,Q3,,X1,,,,0,1,0,0,0
blueprint,,310.0,162357,25224,affaan-m,False,163369,Dom-16,T,skill.sh,"G2,Q1,R8,X8",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G2,Q1,R8,X8","A3,A4,A5,G1,R1",10.034,3.5,4.0,140.47,324714.0,2,star_proxy,5562.0,2.0,2.0,1.8,1,0,1,0,R8,,X8,,,,0,1,0,0,0
replit-load-scale,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"G1,Q2,R7,R8,X1,X3,X8",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,Q2,R7,R8,X1,X3,X8","A3,A4,A5,G1,R1",6.579,10.5,4.0,276.32,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,3,0,3,0,"Q2,R7,R8",,"X1,X3,X8",,,,0,1,0,0,0
adrapid-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
forecast-generator,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","G1,X1","A3,A4,A5,G1,R1",6.579,2.5,1.0,16.45,3980.0,2,star_proxy,5562.0,2.0,2.0,1.8,0,0,1,0,,,X1,,,,0,0,0,0,0
updown-io-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
ignisign-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",,"[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","I4,O3,Q1,R1,R7,X7","A3,A4,A5,G1,R1",9.158,10.0,10.0,915.79,110518.0,2,star_proxy,38042.0,2.0,2.0,1.8,1,0,2,1,R7,,"O3,X7",I4,,,0,1,0,0,1
klingai-ci-integration,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A5,I4,O3,R1,R7,R8,X1,X4,X7","A3,C2,G5,I4,K4,R1,R5,R8,W1,W3,X4,X5,X6,X7,X8","[""A3"", ""A4"", ""A5"", ""G1"", ""R1""]","A5,I4,O3,R1,R7,R8,X1,X4,X7","A3,A4,A5,G1,R1",6.579,16.0,10.0,1052.65,3980.0,2,star_proxy,38042.0,2.0,2.0,1.8,2,0,4,1,"R7,R8",,"O3,X1,X4,X7",I4,,,0,1,0,0,1
